sf|cc|mf|ld|ci|bu|rn|Field|Short|Medium|Long|mh
0|0|0|0|0|1|0|TENANT_EXPENSES|K||Snow Removal|0
0|0|0|0|0|1|0|TENANT_EXPENSES|L||Parking|0
0|0|0|0|0|1|0|TENANT_EXPENSES|M||Expenses over Base|0
0|0|0|0|0|1|0|TENANT_EXPENSES|N||Escalator|0
0|0|0|0|0|1|0|TERMS_FEATURE|A||Assumable|0
1|1|1|0|0|0|0|TERMS_FEATURE|A||Seller W/Participate|1
1|1|1|0|0|0|0|TERMS_FEATURE|B||Assumable|1
0|0|0|0|0|1|0|TERMS_FEATURE|B||Seller 1st|0
1|1|1|0|0|0|0|TERMS_FEATURE|C||Lease Option|1
0|0|0|0|0|1|0|TERMS_FEATURE|C||Seller 2nd|0
1|1|1|0|0|0|0|TERMS_FEATURE|D||Lease Back|1
0|0|0|0|0|1|0|TERMS_FEATURE|D||Option Available|0
1|1|1|0|0|0|0|TERMS_FEATURE|E||Contract for Deed|1
0|0|0|0|0|1|0|TERMS_FEATURE|E||Rent w/Option|0
1|1|1|0|0|0|0|TERMS_FEATURE|F||Delayed Occupancy|1
0|0|0|0|0|1|0|TERMS_FEATURE|F||Joint Venture|0
1|1|1|0|0|0|0|TERMS_FEATURE|G||Other (See Remarks)|1
0|0|0|0|0|1|0|TERMS_FEATURE|G||Special|0
0|0|0|0|0|1|0|TERMS_FEATURE|H||Lease|0
0|1|0|0|0|0|0|TERMS_FEATURE|H||Timeshare|0
0|0|0|0|0|1|0|TERMS_FEATURE|I||Month-to-Month|0
0|0|0|0|0|1|0|TERMS_FEATURE|J||Other (See Remarks)|0
1|1|1|0|0|1|0|TERMS_FEATURE|K||Lender Owned|1
1|1|1|0|0|1|0|TERMS_FEATURE|M||Lender Approval Required|1
0|1|0|0|0|0|0|TERMS_FEATURE|N||FHA Approved|0
1|1|1|0|0|1|0|TERMS_FEATURE|O||Estate Sale|1
1|1|1|0|0|0|0|TITLE5|A||Pass|0
1|1|1|0|0|0|0|TITLE5|B||Failed|0
1|1|1|0|0|0|0|TITLE5|C||Conditional|0
1|1|1|0|0|0|0|TITLE5|D||Not Done|0
1|1|1|0|0|0|0|TITLE5|E||Buyer's Responsibility|0
1|1|1|0|0|0|0|TITLE5|F||Certificate of Compliance|0
1|1|1|0|0|0|1|UFFI|N||No|1
1|1|1|0|0|0|1|UFFI|U||Unknown|1
1|1|1|0|0|0|1|UFFI|Y||Yes|1
0|0|0|0|1|0|0|UNDRGRND_TANK|N||No|0
0|0|0|0|1|0|0|UNDRGRND_TANK|U||Unknown|0
0|0|0|0|1|0|0|UNDRGRND_TANK|Y||Yes|0
0|1|0|0|0|0|1|UNIT_PLACEMENT|A||Below Grade|0
0|1|0|0|0|0|1|UNIT_PLACEMENT|B||Street|0
0|1|0|0|0|0|1|UNIT_PLACEMENT|C||Upper|0
0|1|0|0|0|0|1|UNIT_PLACEMENT|D||Top/Penthouse|0
0|1|0|0|0|0|1|UNIT_PLACEMENT|E||End|0
0|1|0|0|0|0|1|UNIT_PLACEMENT|F||Middle|0
0|1|0|0|0|0|1|UNIT_PLACEMENT|G||Corner|0
0|1|0|0|0|0|1|UNIT_PLACEMENT|H||Front|0
0|1|0|0|0|0|1|UNIT_PLACEMENT|I||Back|0
0|1|0|0|0|0|1|UNIT_PLACEMENT|J||Ground|0
0|1|0|0|0|0|1|UNIT_PLACEMENT|K||Lower Level|0
0|1|0|0|0|0|1|UNIT_PLACEMENT|L||Partially Below Grade|0
0|1|0|0|0|0|1|UNIT_PLACEMENT|M||Walkout|0
0|1|0|0|0|0|1|UNIT_PLACEMENT|N||Courtyard|0
0|1|0|0|0|0|1|UNIT_PLACEMENT|O||Garden|0
0|0|0|0|1|1|0|UTILITIES|A||Public Water|0
0|0|0|0|1|1|0|UTILITIES|B||Private Water|0
0|0|0|0|1|1|0|UTILITIES|C||Public Sewer|0
0|0|0|0|1|1|0|UTILITIES|D||Private Sewer|0
0|0|0|0|1|1|0|UTILITIES|E||Water Available|0
0|0|0|0|1|1|0|UTILITIES|F||Sewer Available|0
0|0|0|0|1|1|0|UTILITIES|G||Natural Gas|0
0|0|0|0|1|1|0|UTILITIES|H||Bottled Gas|0
0|0|0|0|1|1|0|UTILITIES|I||110 Volts|0
0|0|0|0|1|1|0|UTILITIES|J||220 Volts|0
0|0|0|0|1|1|0|UTILITIES|K||440 Volts|0
0|0|0|0|1|1|0|UTILITIES|L||Three Phase|0
0|0|0|0|1|1|0|UTILITIES|M||Other (See Remarks)|0
0|0|0|0|1|1|0|UTILITIES|N||Fiber Optic|0
1|1|1|0|0|0|0|UTILITY_CONNECTIONS|A||for Gas Range|1
1|1|1|0|0|0|0|UTILITY_CONNECTIONS|B||for Electric Range|1
1|1|1|0|0|0|0|UTILITY_CONNECTIONS|C||for Gas Oven|1
1|1|1|0|0|0|0|UTILITY_CONNECTIONS|D||for Electric Oven|1
1|1|1|0|0|0|0|UTILITY_CONNECTIONS|E||for Gas Dryer|1
1|1|1|0|0|0|0|UTILITY_CONNECTIONS|F||for Electric Dryer|1
1|1|1|0|0|0|0|UTILITY_CONNECTIONS|G||Washer Hookup|1
1|1|1|0|0|0|0|UTILITY_CONNECTIONS|H||Icemaker Connection|1
0|0|1|0|0|0|0|UTILITY_CONNECTIONS|I||Varies per Unit|0
1|1|1|0|0|0|0|WARRANTY|I||Included|1
1|1|1|0|0|0|0|WARRANTY|N||No|1
1|1|1|0|0|0|0|WARRANTY|U||Unknown|1
1|1|1|0|0|0|0|WARRANTY|Y||Yes|1
1|1|1|0|0|0|0|WATER|A||City/Town Water|1
0|0|0|1|0|0|0|WATER|A||Private|0
0|0|0|1|0|0|0|WATER|B||Public|0
1|1|1|0|0|0|0|WATER|B||Community Well|1
0|1|1|0|0|0|0|WATER|C||Individual Meter|0
0|0|0|1|0|0|0|WATER|C||On-Site|0
0|0|0|1|0|0|0|WATER|D||At Street|0
0|1|0|0|0|0|0|WATER|D||Individual Well|1
1|1|1|0|0|0|0|WATER|E||Private Water|1
0|0|0|1|0|0|0|WATER|E||Nearby|0
0|0|0|1|0|0|0|WATER|F||Other (See Remarks)|0
1|1|0|0|0|0|0|WATER|F||Rain Water|1
1|1|1|0|0|0|0|WATER|G||Shared Well|1
1|1|1|0|0|0|0|WATER|H||Other (See Remarks)|1
1|1|1|1|0|0|1|WATERFRONT|A||Ocean|1
1|1|1|1|0|0|1|WATERFRONT|B||Sound|1
1|1|1|1|0|0|1|WATERFRONT|C||Lake|1
1|1|1|1|0|0|1|WATERFRONT|D||River|1
1|1|1|1|0|0|1|WATERFRONT|E||Pond|1
1|1|1|1|0|0|1|WATERFRONT|F||Bay|1
1|1|1|1|0|0|1|WATERFRONT|G||Harbor|1
1|1|1|1|0|0|1|WATERFRONT|H||Dock/Mooring|1
1|1|1|1|0|0|1|WATERFRONT|I||Frontage|1
1|1|1|1|0|0|1|WATERFRONT|J||Walk to|1
1|1|1|1|0|0|1|WATERFRONT|K||Waterview Only|1
1|1|1|1|0|0|1|WATERFRONT|L||Access|1
1|1|1|1|0|0|1|WATERFRONT|M||Other (See Remarks)|1
1|1|1|1|0|0|1|WATERFRONT|N||Canal|1
1|1|1|1|0|0|1|WATERFRONT|O||Bog|1
1|1|1|1|0|0|1|WATERFRONT|P||Creek|1
1|1|1|1|0|0|1|WATERFRONT|Q||Deep Water Access|1
1|1|1|1|0|0|1|WATERFRONT|R||Direct Access|1
1|1|1|1|0|0|1|WATERFRONT|S||Marina|1
1|1|1|1|0|0|1|WATERFRONT|T||Marsh|1
1|1|1|1|0|0|1|WATERFRONT|U||Navigable|1
1|1|1|1|0|0|1|WATERFRONT|V||Public|1
1|1|1|1|0|0|1|WATERFRONT|W||Private|1
1|1|1|1|0|0|1|WATERFRONT_FLAG|N||No|1
1|1|1|1|0|0|1|WATERFRONT_FLAG|Y||Yes|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|A||Bay|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|B||Bog|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|C||Canal|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|D||Creek|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|E||Dock/Mooring|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|F||Harbor|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|G||Lake|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|H||Marina|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|I||Marsh|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|J||Ocean|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|K||Pond|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|L||Private|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|M||Public|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|N||River|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|O||Sound|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|P||Walk to|1
1|1|1|1|0|0|1|WATERVIEW_FEATURES|Q||Other (See Remarks)|1
1|1|1|1|0|0|1|WATERVIEW_FLAG|N||No|1
1|1|1|1|0|0|1|WATERVIEW_FLAG|U||Unknown|1
1|1|1|1|0|0|1|WATERVIEW_FLAG|Y||Yes|1
1|1|1|0|0|0|1|YEAR_BUILT_DESCRP|A||Actual|1
1|1|1|0|0|0|1|YEAR_BUILT_DESCRP|B||Approximate|1
1|1|1|0|0|0|1|YEAR_BUILT_DESCRP|C||Certified Historic|1
1|1|1|0|0|0|1|YEAR_BUILT_DESCRP|D||Renovated Since|1
1|1|1|0|0|0|1|YEAR_BUILT_DESCRP|E||To Be Built|1
1|1|1|0|0|0|1|YEAR_BUILT_DESCRP|F||Under Construction|1
1|1|1|0|0|0|1|YEAR_BUILT_DESCRP|G||Unknown/Mixed|1
1|1|1|0|0|0|1|YEAR_BUILT_DESCRP|H||Finished, Never Occupied|1
1|1|1|0|1|0|1|YEAR_BUILT_SOURCE|AP||Appraiser|1
1|1|1|0|1|0|1|YEAR_BUILT_SOURCE|BU||Builder|1
1|1|1|0|1|0|1|YEAR_BUILT_SOURCE|OW||Owner|1
1|1|1|0|1|0|1|YEAR_BUILT_SOURCE|PR||Public Record|1
0|0|0|0|0|0|1|YEAR_BUILT_SOURCE|U||Unknown|0
1|1|1|0|0|0|1|YEAR_ROUND|N||No|1
1|1|1|0|0|0|1|YEAR_ROUND|U||Unknown|1
1|1|1|0|0|0|1|YEAR_ROUND|Y||Yes|1
0|0|0|0|1|1|0|ZONE_DESCRIPTION|A||Legal Conforming|0
0|0|0|0|1|1|0|ZONE_DESCRIPTION|B||Legal Non-Conforming|0
0|0|0|0|1|1|0|ZONE_DESCRIPTION|C||Other (See Remarks)|0
0|0|0|1|0|0|0|ZONE_USAGE|A||Single Family|0
0|0|0|1|0|0|0|ZONE_USAGE|B||Multi-Family|0
0|0|0|1|0|0|0|ZONE_USAGE|C||Condo/Co-Op|0
0|0|0|1|0|0|0|ZONE_USAGE|D||Other (See Remarks)|0
0|0|0|1|0|0|0|ZONE_USAGE|E||Agriculture|0
0|0|0|1|0|0|0|ZONE_USAGE|F||Cluster|0
0|0|0|1|0|0|0|ZONE_USAGE|G||Commercial|0
0|0|0|1|0|0|0|ZONE_USAGE|H||General Business|0
0|0|0|1|0|0|0|ZONE_USAGE|I||Industrial - Heavy|0
0|0|0|1|0|0|0|ZONE_USAGE|J||Industrial - Light|0
0|0|0|1|0|0|0|ZONE_USAGE|K||Limited Business|0
0|0|0|1|0|0|0|ZONE_USAGE|L||Needs Change|0
0|0|0|1|0|0|0|ZONE_USAGE|M||Open Space|0
