ID|NAME|PHONE
A95282|Marsh View Properties|508-6850579
A95283|All Access Realty, LLC|617-7731313
A95284|Assist 2 Sell Key 2 Home Savings|508-7474222
A95285|Ferreira Realty|508-5485252
A95286|Starboard Real Estate - Cape Cod|508-5390310
A95287|J & R Real Estate Brokers, LLC|781-2619696
A95288|Plymouth Buyer Broker|508-2243468
A95289|Century 21 North Shore / Citiwide|781-3466160
A95290|Old Cape.Com|508-2556000
A95291|Ed Groden Realty|508-2548027
A95292|Decoy Realty LTD|508-8886545
A95293|Prime Real Estate Services|508-7714500
A95294|Bell One R. E.|508-4282655
A95295|JP Realty & Associates, Inc.|508-5847303
A95296|Conway - Walnut Creek|866-8655872
A95297|Marci McDonough|781-7270677
A95298|Coldwell Banker Murray RE, Inc.|508-4326600
A95299|Coldwell Banker Murray RE, Inc.|508-4326600
A95300|Trombly Realty Group|508-3266100
A95301|Today Real Estate|508-4308288
A95307|Alexander-Dana Inc.|508-3621267
A95308|Today Real Estate|508-3980600
A95309|Cape Realty Appraisals|508-4328600
A95310|Exit Realty of Cape Cod|508-7713873
A95311|Bayview Real Estate Trust|508-3628543
A95312|Exit TriStar Realty|508-5632221
A95313|SILVA REALTORS, INC.|508-7477755
A95314|Mike Williams Associates|781-8645080
A95315|Century 21 Regan REALTORS|508-4775200
A95316|Independence Realty|781-9340977
A95317|Graham Built Inc.|339-2444341
A95318|Seaview Real Estate|508-4773100
A95319|The McGuire Company Real Estate|508-3940570
A95320|Churchwood Properties at the Bay Club Mattapoisett|508-7589543
A95321|Bosworth Realty|508-7786648
A95322|Mirick Real Estate|781-3313486
A95323|RE/MAX Classic|508-4778677
A95324|Wool Appraisal Service|508-4286202
A95325|Harkins Premier Properties|508-8893289
A95326|Craneberry Realty Group|508-9471200
A95327|C. Johnson & Company|508-7901647
A95328|North East Home Buyers|617-8234687
A95329|Ocean Blue Realty|508-5404324
A95330|Century 21 Cape Associates|508-5482112
A95331|Weeks Real Estate|508-2411232
A95332|Right Price Properties|781-4136020
A95333|Empire Real Estate|781-8789964
A95334|Elite Real Estate|508-7900074
A95335|Gainor Realty|781-9253939
A95336|Woodland Real Estate Agency|781-2935775
A95337|Conway - Weymouth|877-3168055
A95338|Karen M. Overtoom R.E.|508-6937832
A95339|Realty One Associates, LLC|781-8373154
A95340|Milbury and Company|508-9977400
A95341|CBRB - New Homes|617-4712750
A95342|Matthew J. Dunn|617-7250033
A95343|Edge|617-6978806
A95344|Russell E. Thompson, Real Estate Broker|781-4240845
A95345|Olde Cape Realty, Inc.|508-4207900
A95346|Get the Advantage Real Estate|781-3401555
A95347|Patriot Realty Group|508-6777721
A95348|John D. Walsh, Jr. REALTORS|781-2934004
A95349|F. D. Pietroski Appraisers & Consultants|781-6592272
A95350|Motyka Real Estate, Inc.|978-5244100
A95351|Super Real Estate|508-2691167
A95352|Conway Development Sales|877-2302216
A95353|Ridgewood Realty|508-6761007
A95354|Conway Commercial & Development Sales|781-8710080
A95355|Conway - The Seasons|877-4387707
A95356|Prudential Premier Properties, LLC|508-5403810
A95357|Landmark Residential & Commercial Specialists, Inc.|617-7700001
A95358|The Bagley Company|781-6262416
A95359|ERA Martin Surette Realty|508-4956900
A95360|Boldwater Realty, Inc.|508-6934601
A95361|Carroll & Vincent Real Estate|508-6274080
A95362|Unique Real Estate, Inc.|508-7784036
A95363|Interactive Moves, LLC|978-3582021
A95364|Seahorse Realty of Mattapoisett|508-7584663
A95365|Atlantic Horizons Real Estate|781-5457600
A95366|Real Estate Associates|508-5635266
A95367|Real Estate Associates|508-4777771
A95368|Real Estate Associates|508-8880900
A95369|Real Estate Associates|508-5403005
A95370|Real Estate Associates|508-5401500
A95371|Conway - Taunton|508-8232006
A95372|Upper Cape Realty|508-2953330
A95373|Homes by Jeri|617-9014108
A95374|Conway - Whitcomb Pine|877-2538141
A95375|All Access Realty, Inc.|617-7731313
A95376|Emporium Realty|508-5369582
A95377|RE/MAX Atlantic Partners|508-3988228
A95378|New Castle Realty|888-4474443
A95379|RE/MAX Classic|508-9975757
A95380|RE/MAX Realty Advisors|781-6592288
A95381|Network Properties|617-9228220
A95382|Noonan REALTORS|508-7757700
A95383|Capeside Realty|508-3491001
A95384|Uptown REALTORS, LLC|508-9479410
A95385|Prudential Wexford Realty|508-7462525
A95386|Capeway Realty|508-8668778
A95387|V.I.P. Real Estate, Inc.|508-3496407
A95388|Expedient Realty & Financial Services|617-3641000
A95389|Magic Realty Investment Services|617-9848388
A95390|Abbott Homes, LLC|781-8717249
A95391|Harbor Homes Realty, LLC|508-7595300
A95392|Right Price Properties|781-8262604
A95393|Cape Cod Fine Homes, LLC|508-5666139
A95394|Plymouth Shores Realty, Inc.|508-2243300
A95395|Harbor Homes Realty, LLC|508-5407774
A95396|Navigator Realty|781-9348295
A95397|Marie Whitney Real Estate|508-2728022
A95398|Century 21 Cobb Real Estate|508-7752121
A95399|Realty Executives of Plymouth|508-8888902
A95400|Rose Team Realty|508-9474507
A95401|Cape Cod Associates Real Estate LTD|508-4328600
A95402|Bayswater Brokerage Massachusetts, LLC|508-5398200
A95403|Sandbar Realty, Inc.|508-4284424
A95404|Eastline Realty Advisors|774-3138576
A95405|Conway - Village Crossing|877-3319708
A95406|WEICHERT, REALTORS - Chase Team|781-5457900
A95407|Jacques L. Tompkins|508-5240078
A95408|Conway - Riverbend Estates|877-3319709
A95409|Sollitto Associates|508-6934244
A95410|Cape Cod Home Realty|508-7712700
A95411|Compass Realty Brokerage Services, LLC|781-8262277
A95412|Colonial Realty Group - South Shore|781-8344311
A95413|John Barrett Real Estate|508-5482000
A95414|Martha's Vineyard Premier Properties|508-6932121
A95415|Mass Realty Consultants|508-3957518
A95416|Presidential Realty Group|800-2702920
A95417|Freitas Realty Group|508-4570202
A95418|Thomas D. Brown R. E. Associates|508-4871112
A95419|Blackwood Realty|508-6761007
A95420|Blackwood Realty|508-6761007
A95421|Marilyn Murphy Realty Group|781-9345144
A95422|Teresa Lemieux Realty|781-9342686
A95423|Ridge Realty of Cape Cod|508-4282770
A95424|Home Center Sotheby's International Realty|781-7498833
A95425|Around The World Realty|508-5487928
A95426|Eddleston Gill & Company|781-8310341
A95427|Corbo Real Estate Associates|617-8213592
A95428|Conway - Dunham Farm|877-2205307
A95429|Redding Realty|508-5481862
A95430|Musto Global Real Estate|781-5455717
A95431|Carolann M. Primavera|781-7065475
A95432|Brit Realty|508-2910102
A95433|Emerald Realty|781-2930012
A95435|John F. Martin Real Estate, Inc.|508-3982277
A95436|Act 1 Carol O'Loughlin Real Estate|508-5404200
A95437|Conway Foran Realty, Inc.|508-3851355
A95439|Virta & Associates|781-5850337
A95440|Century 21 Shoreland|508-4876002
A95441|Anchor Real Estate|508-2451555
A95442|Indian Pond Realty|781-8586265
A95443|Janice LeClair MacDonald R. E. Consultant|781-5267015
A95444|Noble Properties, Inc.|888-2396253
A95445|TradeWinds Realty Group LLC|781-6819959
A95446|RealPro Network|866-5271663
A95447|A-Trio Real Estate, LLC|508-5804050
A95448|Conda Realty Inc.|781-8289806
A95449|Conway-Wayside Farm|877-2302216
A95450|Dana Maxwell Real Estate|781-7067966
A95451|Foran Realty, Inc.|508-3851355
A95452|Barrett Properties, Inc.|508-4239718
A95453|Lands End Realtors|508-7476544
A95454|Bridgewaters Real Estate|508-6973300
A95455|Eileene Finnell Real Estate|508-2741438
A95456|RE/MAX Atlantic Partners|508-2550030
A95457|James D. O'Keefe Realtor|781-2933038
A95458|Prudential Wexford Realty|617-4729070
A95460|James Real Estate|508-5485800
A95461|Barbara Russell|781-7243873
A95462|Cape Casa Realty|508-7751338
A95463|Marzot Real Estate|508-5480200
A95464|WEICHERT, REALTORS - Dunhill Group|508-4288846
A95465|Cranberry Coast Real Estate|617-2338800
A95466|Conway-Washington Grove|877-8440763
A95467|TGG Limited Partnership|508-2095000
A95468|Peter LePage REALTOR|508-8461285
A95469|Rebecca Putnam Real Estate|508-5487400
A95470|Land & Estates|781-6599995
A95471|The Connolly Group|774-2189219
A95472|Victoria Rose Real Estate|781-7717139
A95473|Real Estate Resources|781-7240289
A95474|Betsy Currier|781-8266436
A95475|Bay Hill Realty|508-7838447
A95476|Lighthouse Properties, LLC|508-6274424
A95477|Excel Realty|617-9231232
A95478|SplitRock Real Estate|508-6969009
A95479|Top 3 Agents|508-2947912
A95480|Schooner Properties|508-9451788
A95481|Jack Conway Cape Cod - Hyannis|508-7780057
A95482|Jack Conway Cape Cod - Falmouth|508-5401100
A95483|Jack Conway Cape Cod - Dennis|508-3948100
A95484|Jack Conway Cape Cod - Mashpee|508-5393332
A95485|McDevitt REALTORS|508-3858316
A95486|Exit Realty Plus, II|617-3236266
A95487|Lomenzo Properties, LLC|508-3854944
A95488|J & P Real Estate|508-5882284
A95489|Kinlin Grover GMAC Real Estate|508-8967000
A95490|Seaport Village Realty|508-7711994
A95491|Foley Realty Group, Inc.|508-5483415
A95492|Anson Realty|508-6964924
A95493|The Real Estate Co., Inc.|508-2555100
A95494|Coldwell Banker Atlantic Realty|508-2558011
A95495|Coldwell Banker Atlantic Realty|508-2558011
A95496|Cape Cod USA Real Estate|508-4284440
A95497|Jean Godino Real Estate|508-5407600
A95498|Bayside Realty Co.|508-3857777
A95499|Mass Realty Consultants|508-2805349
A95500|Pond View Realty|508-5409922
A95501|Century 21 Cape Sails|508-8882121
A95502|Laurie A.Barrett Real Estate Broker|508-2458972
A95503|Carlson GMAC Real Estate|603-4727300
A95504|Roppolo Real Estate, Inc.|508-9301039
A95505|The Real Estate Company at Anchor|508-2554949
A95506|The Real Estate Company at Brewster|508-8961114
A95507|The Real Estate Company at Sylvan|508-9457777
A95508|Martha's Realty|508-6933832
A95509|Tom Hester Real Estate|508-6483733
A95510|The Foster Burton Co.|508-5399100
A95511|Starboard Real Estate-Cape Cod|508-5390310
A95512|Coldwell Banker Landmarks|508-6936866
A95513|Pine Shores Real Estate|508-7601400
A95514|Realty Executives Professionals|617-3207177
A95515|Rogers Real Estate|617-7335635
A95516|Conway - Rockway Woods|877-2270142
A95517|Conway Commercial|781-9822333
A95518|Conway New Homes Div.|781-7536339
A95519|Barbara Doran Sullivan Real Estate|508-8882181
A95520|Ocean Side Realty|401-8495599
A95521|Cape Realty, Inc.|508-7756880
A95522|Coldwell Banker Martha Murray|508-3942115
A95523|Harriet Dugan Realty|508-5484093
A95524|Kelleher Real Estate Services of M. Vineyard|508-6938000
A95525|Julia Randall and Associates|617-8270407
A95526|Scituate Real Estate|781-5452255
A95527|MikeMotta.com Real Estate|508-6428566
A95528|Ann M. Grainger & Co.|508-3759925
A95529|J & J Real Estate Group|781-8347634
A95530|Sotheby's International Realty|508-4289115
A95531|Sotheby's International Realty|508-8886262
A95532|Sotheby's International Realty|508-5681701
A95533|Realty Executives Buzzards Bay|508-7594700
A95534|Options 153, Mullen & Partners|508-7473153
A95535|Diane Blais Real Estate|508-8016836
A95536|Sotheby's International Realty|508-9455595
A95537|Strawberry Hill R.E.|508-7758000
A95538|E.J. Pontiff Properties|508-2437778
A95539|Tom Pacheco Real Estate|774-9290387
A95540|Trust Real Estate|508-2194701
A95541|Century 21 Tassinari & Associates  Inc.|781-5857258
A95543|Beach Realty|508-8884998
A95544|High Pointe Properties|508-6761007
A95545|Marcia Marques Real Estate|781-8435863
A95546|William R. Rubio|508-2302618
A95547|Motta Realty|508-3227149
A95548|Olde Colony Realty Group, LLC|339-9333887
A95549|Landmark Specialists Residential & Commercial Inc.|617-7700001
A95550|South Shore Realty, Inc.|508-9654204
A95551|A Cape House.Com|508-7435321
A95552|Lenore Bavota, Broker|508-5391110
A95553|OldCape.com|508-2556000
A95554|CapeSide Realty|508-3491001
A95555|Realty Edge, LLC|781-8263343
A95556|Oyster Real Estate|508-4201000
A95557|Realty Executives Towne & Country|508-2340200
A95558|MBHP|617-8590400
A95559|Rivet Realty|508-5644447
A95560|Cape Lifestyles Realty|508-4306016
A95561|HomeTrust Realty|617-5712502
A95562|Roslyn Wiseman|781-6590043
A95563|Home Smart Realty|617-5690153
A95564|Beach and Bay Realty|508-2379013
A95565|Century 21 Professional Realty, LLC|508-4321320
A95566|Craigville Realty|508-7753174
A95567|Victoria Rose Real Estate|781-7717139
A95568|Real Estate Center|508-5092002
A95569|Kiley Properties|617-7992092
A95570|Next Level Landmark Realty|617-7700001
A95571|Brenda Morrissey|508-4003168
A95572|Southport|508-5391110
A95573|Peterson Realty, Inc.|508-4321220
A95574|Bayberry Realty|508-4723117
A95575|Team Waystack Realty|508-4300500
A95576|Murphy Real Estate|508-4283517
A95577|Mass Homelinks|617-3200586
A95578|Harborside Realty|508-4874005
A95579|Saxon Realty, LLC|508-9230002
A95580|Richardson Realty Associates|781-9821125
A95581|Kerkado Realty, Inc.|508-7336344
A95582|Sand Dollar Realty|508-8881106
A95583|Norwood Group Residential|603-6731775
A95584|The Stafford Group|781-9107674
A95585|Sound Realty|508-4776688
A95586|Old Cape Sotheby's International Realty|508-8965000
A95587|Liberty Associates|617-4729070
A95588|Cape Cod Village Realty|508-2370353
A95589|Harbor View Resort Real Estate|508-6274050
A95590|Smith Barton Properties|508-5633332
A95591|Coldbrooke Real Estate, LLC|781-5457788
A95592|Home Port Real Estate|508-3987707
A95593|Chatham Real Estate, LLC|508-9450000
A95594|Amsler Real Estate|508-3493884
A95595|Advent Realty Associates|877-2734946
A95596|Cranberry View Realty|508-7593446
A95597|Beachside Properties|508-2406001
A95598|New England R.E. Consultants|508-7603545
A95599|Swifts Beach Real Estate|508-2953939
A95600|GMP Properties|508-3622508
A95601|Presidential Property Auctions|800-9082434
A95602|Molisse Realty Group|781-8375600
A95603|The PRW Group|781-8431567
A95604|Cape Cod Realty|508-3492245
A95605|Cape Web Realty|508-4777592
A95606|Century 21 Sam Ingram R.E.|508-3621191
A95607|Prudential Cape Shores Real Estate|508-3491000
A95608|Atlantic East Real Estate|508-2287707
A95609|Christy Laverty Real Estate|508-2215142
A95610|Tuttle Team Real Estate|508-3751000
A95611|Four Seasons Realty|781-8344444
A95613|Bluewave Realty|781-6590200
A95614|Cranberry Real Estate|508-3941700
A95615|Capital Expansion Real Estate|508-2593408
A95616|Flynn Mortgage Realty Group|508-4322505
A95617|Family Real Estate, Inc.|781-9107088
A95618|The Carroll Company|508-7712000
A95619|Vantage Point Realty Advisors, LLC|781-9342588
A95620|Vivian's Real Estate|508-7750158
A95621|Seaport Village Realty, Inc. Osterville|508-4284443
A95622|SB Real Estate Group, LLC|508-8883727
A95623|Larsen Real Estate|781-7404401
A95624|Germaine Realty Group, Inc.|781-3350880
A95625|Richard J. Gladdys Real Estate|508-7475641
A95626|Southbrook Real Estate Group|781-5884030
A95627|Keller Williams Realty|508-5347200
A95628|Lynne Young Residential Brokerage|617-2273564
A95629|Capital Commercial Real Estate|781-7491990
A95630|Cape Cod Real Estate Services|508-7902000
A95631|Gretchen Ewing Buitta Realty|781-6594833
A95632|Buyer Brokers of Cape Cod,Churchill Associates|508-3626855
A95633|Dianne Demarkles Real Estate Sales & Auctions|617-6890844
A95634|Toll House Properties, Inc.|781-6183500
A95635|Marietta Realty|508-4323411
A95636|Town Of Bourne|508-7590600
A95637|Crowe Properties|508-3851528
A95638|Robert Paul Properties, Inc|508-4201414
A95639|Paul W. Sullivan Associates|508-3853131
A95640|Kalstar Realty Services|508-8888999
A95641|Dream Realty|781-8435053
A95642|Radford Real Estate|774-8360062
A95643|Healey Realty|781-7527962
A95644|Cape Codder Residence Club|508-2806109
A95645|Harding Realty|508-5639777
A95646|Davenport Realty|508-3982293
A95647|The Mahoney Group|617-5298822
A95648|Robert Paul Properties  - Provincetown|508-4873020
A95649|West Dennis Properties, LLC|508-3941184
A95650|Cape Cod Homes Direct|508-5745788
A95651|Re/max Advocates Buyer1st.com|781-7497100
A95652|Sakey Realty|617-9017926
A95653|Joy Realty|781-2543939
A95654|In The City Realty Group|508-8942900
A95655|Donna Marcou at Southport|508-5391110
A95656|Ash Realty|781-2646526
A95657|Superior Real Estate Group, Inc.|617-3128991
A95658|Susan M. Trubiano|781-8439909
A95659|Milestones Realty|877-6528726
A95660|SB Real Estate|508-8883727
A95661|On Cape Real Estate|508-8633336
A95662|Michael Haikal Real Estate|508-5874700
A95663|Dan A.Speakman Const.& Development|508-4325565
A95664|Gropman Realty Group|774-2638989
A95665|Kenney Realty Group of Cape Cod|508-7762048
A95666|Thomas T. Matta Jr.|781-6300368
A95667|Vantage Point Realty Advisors, Norwell|781-6592599
A95668|Reo Realty Advisors, LLC|508-7443663
A95669|3 Harbors, Inc.|508-3492600
A95670|Duarte / Downey Rea Estate Agency, Inc.|508-3497588
A98001|The Swan Agency|781-7418467
A98004|The Bradford Company|781-3566565
A98005|Emmanuel Real Estate|781-3378770
A98006|T - Time Properties|508-3786028
A98007|H. G. B. Appraisals|781-3311943
A98008|Tessier Realty|781-2519628
A98009|Prudential Prime Hallmark 100|781-6590433
A98010|Divito Realty Inc.|781-9250203
A98011|Metro Colony Real Estate|781-3375980
A98012|The Mills Company|802-2544433
A98013|Northeast Realty Group Assoc.|617-6968942
A98014|RD Realty|508-2796394
A98015|Falco Realty Group|781-3406004
A98016|Setter Realty Group|781-7673272
A98017|RDA Real Estate, Inc.|508-8886244
A98018|Sea Coast Homes|781-9251545
A98019|Canney Real Estate|781-3832175
A98020|Bell Realty|617-4721200
A98021|Birch Hill Real Estate|508-7601316
A98022|Elmwood Associates|781-8719950
